2026-09-25 19:20:26 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Log imported***
2026-09-25 19:20:26 | INFO | developement_utilities.log_creation.create_event_log_from_xes | BPI_Challenge_2012
2026-09-25 19:20:35 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Variants created***
2026-09-25 19:20:39 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Traces Created from Variants***
2026-09-25 19:20:47 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:20:52 | INFO | src.concurrency_miner | ----activities in the log: {'A_APPROVED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'A_CANCELLED', 'W_Nabellen offertes', 'A_FINALIZED', 'O_DECLINED', 'A_SUBMITTED', 'A_PREACCEPTED', 'A_ACTIVATED', 'O_SELECTED', 'W_Valideren aanvraag', 'A_ACCEPTED', 'O_SENT', 'O_CREATED', 'O_ACCEPTED', 'W_Afhandelen leads', 'O_SENT_BACK', 'A_DECLINED', 'W_Completeren aanvraag', 'W_Beoordelen fraude', 'A_PARTLYSUBMITTED', 'A_REGISTERED'}
2026-09-25 19:20:52 | INFO | src.concurrency_miner | Found Sequence split, Partitions: [{'A_SUBMITTED'}, {'A_PARTLYSUBMITTED'}, {'O_CREATED', 'A_APPROVED', 'O_CANCELLED', 'O_ACCEPTED', 'W_Nabellen incomplete dossiers', 'A_CANCELLED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'O_SENT_BACK', 'A_DECLINED', 'A_FINALIZED', 'O_DECLINED', 'A_PREACCEPTED', 'A_ACTIVATED', 'O_SELECTED', 'W_Valideren aanvraag', 'W_Completeren aanvraag', 'W_Beoordelen fraude', 'A_ACCEPTED', 'A_REGISTERED', 'O_SENT'}]
2026-09-25 19:20:57 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:20:57 | INFO | src.concurrency_miner | ----activities in the log: {'A_SUBMITTED'}
2026-09-25 19:20:57 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:20:58 | INFO | src.concurrency_miner | ----activities in the log: {'A_PARTLYSUBMITTED'}
2026-09-25 19:20:58 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:21:01 | INFO | src.concurrency_miner | ----activities in the log: {'A_APPROVED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'A_CANCELLED', 'W_Nabellen offertes', 'A_FINALIZED', 'O_DECLINED', 'A_PREACCEPTED', 'A_ACTIVATED', 'W_Valideren aanvraag', 'O_SELECTED', 'A_ACCEPTED', 'O_SENT', 'O_CREATED', 'O_ACCEPTED', 'W_Afhandelen leads', 'O_SENT_BACK', 'A_DECLINED', 'W_Completeren aanvraag', 'W_Beoordelen fraude', 'A_REGISTERED'}
2026-09-25 19:21:03 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 19:21:09 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 19:23:54 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'A_DECLINED'}, {'O_CREATED', 'A_APPROVED', 'O_CANCELLED', 'O_ACCEPTED', 'W_Nabellen incomplete dossiers', 'A_CANCELLED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'O_SENT_BACK', 'A_FINALIZED', 'O_DECLINED', 'A_PREACCEPTED', 'A_ACTIVATED', 'W_Valideren aanvraag', 'O_SELECTED', 'W_Completeren aanvraag', 'W_Beoordelen fraude', 'A_ACCEPTED', 'A_REGISTERED', 'O_SENT'}]
2026-09-25 19:23:59 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:23:59 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED', 'tau'}
2026-09-25 19:23:59 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'A_DECLINED'}, {'tau'}]
2026-09-25 19:23:59 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:23:59 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED'}
2026-09-25 19:23:59 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:23:59 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 19:23:59 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
