2026-09-25 18:09:09 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Log imported***
2026-09-25 18:09:09 | INFO | developement_utilities.log_creation.create_event_log_from_xes | BPI_Challenge_2012
2026-09-25 18:09:17 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Variants created***
2026-09-25 18:09:21 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Traces Created from Variants***
2026-09-25 18:09:28 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:09:32 | INFO | src.concurrency_miner | ----activities in the log: {'A_APPROVED', 'A_SUBMITTED', 'O_CREATED', 'O_SENT_BACK', 'A_PARTLYSUBMITTED', 'O_SELECTED', 'W_Completeren aanvraag', 'A_PREACCEPTED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'O_SENT', 'A_ACCEPTED', 'W_Nabellen offertes', 'O_ACCEPTED', 'A_REGISTERED', 'W_Beoordelen fraude', 'O_DECLINED', 'A_FINALIZED', 'A_ACTIVATED', 'A_CANCELLED', 'W_Afhandelen leads', 'A_DECLINED'}
2026-09-25 18:09:32 | INFO | src.concurrency_miner | Found Sequence split, Partitions: [{'A_SUBMITTED'}, {'A_PARTLYSUBMITTED'}, {'A_APPROVED', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'O_SENT', 'W_Afhandelen leads', 'O_CREATED', 'A_ACCEPTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_ACCEPTED', 'A_REGISTERED', 'O_SELECTED', 'W_Beoordelen fraude', 'W_Completeren aanvraag', 'O_DECLINED', 'A_FINALIZED', 'A_ACTIVATED', 'A_CANCELLED', 'A_PREACCEPTED', 'O_CANCELLED', 'A_DECLINED'}]
2026-09-25 18:09:37 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:09:37 | INFO | src.concurrency_miner | ----activities in the log: {'A_SUBMITTED'}
2026-09-25 18:09:37 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:09:38 | INFO | src.concurrency_miner | ----activities in the log: {'A_PARTLYSUBMITTED'}
2026-09-25 18:09:38 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:09:41 | INFO | src.concurrency_miner | ----activities in the log: {'A_APPROVED', 'O_CREATED', 'O_SENT_BACK', 'O_SELECTED', 'W_Completeren aanvraag', 'A_PREACCEPTED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'O_SENT', 'A_ACCEPTED', 'W_Nabellen offertes', 'O_ACCEPTED', 'A_REGISTERED', 'W_Beoordelen fraude', 'O_DECLINED', 'A_FINALIZED', 'A_ACTIVATED', 'A_CANCELLED', 'W_Afhandelen leads', 'A_DECLINED'}
2026-09-25 18:09:43 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:12:48 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'A_DECLINED'}, {'A_APPROVED', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'O_SENT', 'W_Afhandelen leads', 'O_CREATED', 'A_ACCEPTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_ACCEPTED', 'A_REGISTERED', 'O_SELECTED', 'W_Beoordelen fraude', 'W_Completeren aanvraag', 'O_DECLINED', 'A_FINALIZED', 'A_ACTIVATED', 'A_CANCELLED', 'A_PREACCEPTED', 'O_CANCELLED'}]
2026-09-25 18:12:53 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:12:54 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED', 'tau'}
2026-09-25 18:12:54 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'A_DECLINED'}, {'tau'}]
2026-09-25 18:12:54 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:12:54 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED'}
2026-09-25 18:12:54 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:12:54 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:12:54 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
