2026-09-25 18:38:21 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Log imported***
2026-09-25 18:38:21 | INFO | developement_utilities.log_creation.create_event_log_from_xes | BPI_Challenge_2012
2026-09-25 18:38:30 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Variants created***
2026-09-25 18:38:34 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Traces Created from Variants***
2026-09-25 18:38:41 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:38:45 | INFO | src.concurrency_miner | ----activities in the log: {'O_DECLINED', 'A_PARTLYSUBMITTED', 'W_Beoordelen fraude', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'O_SELECTED', 'W_Valideren aanvraag', 'O_SENT', 'A_SUBMITTED', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'A_ACCEPTED', 'A_DECLINED', 'A_ACTIVATED', 'O_SENT_BACK', 'A_APPROVED'}
2026-09-25 18:38:45 | INFO | src.concurrency_miner | Found Sequence split, Partitions: [{'A_SUBMITTED'}, {'A_PARTLYSUBMITTED'}, {'O_DECLINED', 'W_Beoordelen fraude', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'A_DECLINED', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'O_SELECTED', 'O_SENT', 'A_ACTIVATED', 'A_APPROVED', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'O_SENT_BACK', 'A_ACCEPTED'}]
2026-09-25 18:38:50 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:38:50 | INFO | src.concurrency_miner | ----activities in the log: {'A_SUBMITTED'}
2026-09-25 18:38:50 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:38:50 | INFO | src.concurrency_miner | ----activities in the log: {'A_PARTLYSUBMITTED'}
2026-09-25 18:38:50 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:38:54 | INFO | src.concurrency_miner | ----activities in the log: {'O_DECLINED', 'W_Beoordelen fraude', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'O_SELECTED', 'O_SENT', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'A_ACCEPTED', 'A_DECLINED', 'A_ACTIVATED', 'O_SENT_BACK', 'A_APPROVED'}
2026-09-25 18:38:56 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:39:01 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:41:44 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'A_DECLINED'}, {'O_DECLINED', 'W_Beoordelen fraude', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'O_SELECTED', 'O_SENT', 'A_ACTIVATED', 'A_APPROVED', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'O_SENT_BACK', 'A_ACCEPTED'}]
2026-09-25 18:41:48 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:41:48 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED', 'tau'}
2026-09-25 18:41:48 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'A_DECLINED'}, {'tau'}]
2026-09-25 18:41:48 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:41:48 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED'}
2026-09-25 18:41:48 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:41:48 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:41:48 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:41:52 | INFO | src.concurrency_miner | ----activities in the log: {'O_DECLINED', 'W_Beoordelen fraude', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'O_SELECTED', 'O_SENT', 'A_APPROVED', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'tau', 'A_ACCEPTED', 'A_ACTIVATED', 'O_SENT_BACK'}
2026-09-25 18:41:52 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'O_DECLINED', 'W_Beoordelen fraude', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'O_SELECTED', 'O_SENT', 'A_ACTIVATED', 'A_PREACCEPTED', 'O_SENT_BACK', 'A_REGISTERED', 'O_ACCEPTED', 'A_APPROVED', 'A_ACCEPTED'}]
2026-09-25 18:41:52 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:41:52 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:41:52 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:41:55 | INFO | src.concurrency_miner | ----activities in the log: {'O_DECLINED', 'W_Beoordelen fraude', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'O_SELECTED', 'O_SENT', 'A_APPROVED', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'A_ACCEPTED', 'A_ACTIVATED', 'O_SENT_BACK'}
2026-09-25 18:41:57 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:42:02 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:42:28 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'W_Beoordelen fraude'}, {'O_DECLINED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'O_SELECTED', 'O_SENT', 'A_ACTIVATED', 'A_PREACCEPTED', 'O_SENT_BACK', 'A_REGISTERED', 'O_ACCEPTED', 'A_APPROVED', 'A_ACCEPTED'}]
2026-09-25 18:42:32 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:32 | INFO | src.concurrency_miner | ----activities in the log: {'tau', 'W_Beoordelen fraude'}
2026-09-25 18:42:32 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Beoordelen fraude'}]
2026-09-25 18:42:32 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:33 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:42:33 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:33 | INFO | src.concurrency_miner | ----activities in the log: {'W_Beoordelen fraude'}
2026-09-25 18:42:33 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:36 | INFO | src.concurrency_miner | ----activities in the log: {'O_DECLINED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'A_ACTIVATED', 'O_SENT', 'O_SELECTED', 'A_APPROVED', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'O_SENT_BACK', 'tau', 'A_ACCEPTED'}
2026-09-25 18:42:36 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'O_DECLINED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'A_ACTIVATED', 'O_SENT', 'O_SELECTED', 'A_APPROVED', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'O_SENT_BACK', 'A_ACCEPTED'}]
2026-09-25 18:42:36 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:36 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:42:36 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:39 | INFO | src.concurrency_miner | ----activities in the log: {'O_DECLINED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'A_FINALIZED', 'W_Afhandelen leads', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'A_ACTIVATED', 'O_SENT', 'O_SELECTED', 'A_APPROVED', 'A_PREACCEPTED', 'A_REGISTERED', 'O_ACCEPTED', 'O_SENT_BACK', 'A_ACCEPTED'}
2026-09-25 18:42:39 | INFO | src.concurrency_miner | Found Sequence split, Partitions: [{'W_Afhandelen leads', 'A_PREACCEPTED'}, {'O_DECLINED', 'W_Nabellen offertes', 'W_Completeren aanvraag', 'W_Valideren aanvraag', 'O_CANCELLED', 'A_ACTIVATED', 'O_SENT', 'O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_CANCELLED', 'O_SENT_BACK', 'A_REGISTERED', 'O_ACCEPTED', 'A_APPROVED', 'A_FINALIZED', 'A_ACCEPTED'}]
2026-09-25 18:42:43 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:43 | INFO | src.concurrency_miner | ----activities in the log: {'W_Afhandelen leads', 'A_PREACCEPTED'}
2026-09-25 18:42:43 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:42:44 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:42:44 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'W_Afhandelen leads'}, {'A_PREACCEPTED'}]
2026-09-25 18:42:44 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ----activities in the log: {'W_Afhandelen leads', 'tau'}
2026-09-25 18:42:45 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'W_Afhandelen leads'}, {'tau'}]
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ----activities in the log: {'W_Afhandelen leads'}
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ----activities in the log: {'tau', 'A_PREACCEPTED'}
2026-09-25 18:42:45 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'A_PREACCEPTED'}]
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:42:45 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
