2026-09-25 18:25:48 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Log imported***
2026-09-25 18:25:48 | INFO | developement_utilities.log_creation.create_event_log_from_xes | BPI_Challenge_2012
2026-09-25 18:25:56 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Variants created***
2026-09-25 18:26:01 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Traces Created from Variants***
2026-09-25 18:26:08 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:26:13 | INFO | src.concurrency_miner | ----activities in the log: {'W_Afhandelen leads', 'O_SENT', 'A_REGISTERED', 'W_Valideren aanvraag', 'A_ACTIVATED', 'O_SENT_BACK', 'O_SELECTED', 'O_CREATED', 'W_Nabellen offertes', 'O_DECLINED', 'W_Beoordelen fraude', 'A_PREACCEPTED', 'A_CANCELLED', 'A_PARTLYSUBMITTED', 'W_Nabellen incomplete dossiers', 'W_Completeren aanvraag', 'O_CANCELLED', 'A_ACCEPTED', 'A_DECLINED', 'O_ACCEPTED', 'A_FINALIZED', 'A_SUBMITTED', 'A_APPROVED'}
2026-09-25 18:26:13 | INFO | src.concurrency_miner | Found Sequence split, Partitions: [{'A_SUBMITTED'}, {'A_PARTLYSUBMITTED'}, {'W_Afhandelen leads', 'A_PREACCEPTED', 'A_CANCELLED', 'W_Nabellen incomplete dossiers', 'W_Completeren aanvraag', 'O_SENT', 'A_REGISTERED', 'W_Valideren aanvraag', 'O_CANCELLED', 'A_ACCEPTED', 'A_ACTIVATED', 'O_SELECTED', 'O_SENT_BACK', 'O_CREATED', 'W_Nabellen offertes', 'A_DECLINED', 'O_ACCEPTED', 'O_DECLINED', 'W_Beoordelen fraude', 'A_FINALIZED', 'A_APPROVED'}]
2026-09-25 18:26:18 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:26:18 | INFO | src.concurrency_miner | ----activities in the log: {'A_SUBMITTED'}
2026-09-25 18:26:18 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:26:19 | INFO | src.concurrency_miner | ----activities in the log: {'A_PARTLYSUBMITTED'}
2026-09-25 18:26:19 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:26:22 | INFO | src.concurrency_miner | ----activities in the log: {'W_Afhandelen leads', 'O_SENT', 'A_REGISTERED', 'W_Valideren aanvraag', 'A_ACTIVATED', 'O_SELECTED', 'O_SENT_BACK', 'O_CREATED', 'W_Nabellen offertes', 'O_DECLINED', 'W_Beoordelen fraude', 'A_PREACCEPTED', 'A_CANCELLED', 'W_Nabellen incomplete dossiers', 'W_Completeren aanvraag', 'O_CANCELLED', 'A_ACCEPTED', 'A_DECLINED', 'O_ACCEPTED', 'A_FINALIZED', 'A_APPROVED'}
2026-09-25 18:26:24 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:26:30 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:29:14 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'A_DECLINED'}, {'W_Afhandelen leads', 'A_PREACCEPTED', 'A_CANCELLED', 'W_Nabellen incomplete dossiers', 'W_Completeren aanvraag', 'O_SENT', 'A_REGISTERED', 'W_Valideren aanvraag', 'O_CANCELLED', 'A_ACCEPTED', 'A_ACTIVATED', 'O_SELECTED', 'O_SENT_BACK', 'O_CREATED', 'W_Nabellen offertes', 'O_ACCEPTED', 'O_DECLINED', 'W_Beoordelen fraude', 'A_FINALIZED', 'A_APPROVED'}]
2026-09-25 18:29:18 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:29:18 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED', 'tau'}
2026-09-25 18:29:18 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'A_DECLINED'}, {'tau'}]
2026-09-25 18:29:18 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:29:19 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED'}
2026-09-25 18:29:19 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
