2026-09-25 19:44:39 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Log imported***
2026-09-25 19:44:39 | INFO | developement_utilities.log_creation.create_event_log_from_xes | BPI_Challenge_2017
2026-09-25 19:44:54 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Variants created***
2026-09-25 19:45:01 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Traces Created from Variants***
2026-09-25 19:45:18 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:45:29 | INFO | src.concurrency_miner | ----activities in the log: {'W_Call after offers', 'A_Cancelled', 'A_Create Application', 'A_Complete', 'A_Denied', 'W_Complete application', 'A_Concept', 'O_Returned', 'A_Submitted', 'O_Create Offer', 'A_Accepted', 'O_Sent (mail and online)', 'W_Handle leads', 'A_Validating', 'W_Call incomplete files', 'A_Pending', 'O_Created', 'A_Incomplete', 'O_Accepted', 'W_Validate application', 'O_Sent (online only)', 'W_Assess potential fraud', 'O_Refused', 'O_Cancelled'}
2026-09-25 19:45:29 | INFO | src.concurrency_miner | Found Sequence split, Partitions: [{'A_Create Application'}, {'A_Submitted'}, {'W_Call after offers', 'A_Cancelled', 'O_Cancelled', 'A_Complete', 'A_Denied', 'W_Call incomplete files', 'W_Complete application', 'A_Concept', 'A_Pending', 'O_Created', 'O_Returned', 'O_Create Offer', 'O_Accepted', 'A_Accepted', 'O_Sent (mail and online)', 'W_Validate application', 'W_Handle leads', 'O_Sent (online only)', 'A_Validating', 'W_Assess potential fraud', 'O_Refused', 'A_Incomplete'}]
2026-09-25 19:45:35 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:45:36 | INFO | src.concurrency_miner | ----activities in the log: {'A_Create Application'}
2026-09-25 19:45:36 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:45:37 | INFO | src.concurrency_miner | ----activities in the log: {'A_Submitted', 'tau'}
2026-09-25 19:45:37 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'A_Submitted'}, {'tau'}]
2026-09-25 19:45:37 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:45:37 | INFO | src.concurrency_miner | ----activities in the log: {'A_Submitted'}
2026-09-25 19:45:37 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:45:38 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 19:45:38 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:45:46 | INFO | src.concurrency_miner | ----activities in the log: {'W_Call after offers', 'A_Cancelled', 'A_Complete', 'A_Denied', 'W_Complete application', 'A_Concept', 'O_Returned', 'O_Create Offer', 'A_Accepted', 'O_Sent (mail and online)', 'W_Handle leads', 'A_Validating', 'W_Call incomplete files', 'A_Pending', 'O_Created', 'A_Incomplete', 'O_Accepted', 'W_Validate application', 'O_Sent (online only)', 'W_Assess potential fraud', 'O_Refused', 'O_Cancelled'}
2026-09-25 19:45:53 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 19:45:53 | INFO | src.concurrency_miner | Found activities_once_per_trace split, Partitions: [{'A_Accepted'}, {'W_Call after offers', 'A_Cancelled', 'A_Complete', 'A_Denied', 'W_Call incomplete files', 'W_Complete application', 'A_Concept', 'A_Pending', 'O_Returned', 'O_Created', 'A_Incomplete', 'O_Create Offer', 'O_Accepted', 'O_Sent (mail and online)', 'W_Validate application', 'W_Handle leads', 'O_Sent (online only)', 'A_Validating', 'W_Assess potential fraud', 'O_Refused', 'O_Cancelled'}]
2026-09-25 19:45:58 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:45:59 | INFO | src.concurrency_miner | ----activities in the log: {'A_Accepted'}
2026-09-25 19:45:59 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:46:07 | INFO | src.concurrency_miner | ----activities in the log: {'W_Call after offers', 'A_Cancelled', 'A_Complete', 'A_Denied', 'W_Complete application', 'A_Concept', 'O_Returned', 'O_Create Offer', 'O_Sent (mail and online)', 'W_Handle leads', 'A_Validating', 'W_Call incomplete files', 'A_Pending', 'O_Created', 'A_Incomplete', 'O_Accepted', 'W_Validate application', 'O_Sent (online only)', 'W_Assess potential fraud', 'O_Refused', 'O_Cancelled'}
2026-09-25 19:46:12 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 19:46:12 | INFO | src.concurrency_miner | Found activities_once_per_trace split, Partitions: [{'O_Create Offer'}, {'W_Call after offers', 'A_Cancelled', 'A_Complete', 'A_Denied', 'W_Call incomplete files', 'W_Complete application', 'A_Concept', 'A_Pending', 'O_Returned', 'O_Created', 'A_Incomplete', 'O_Accepted', 'O_Sent (mail and online)', 'W_Validate application', 'W_Handle leads', 'O_Sent (online only)', 'A_Validating', 'W_Assess potential fraud', 'O_Refused', 'O_Cancelled'}]
2026-09-25 19:46:16 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:46:17 | INFO | src.concurrency_miner | ----activities in the log: {'O_Create Offer'}
2026-09-25 19:46:17 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 19:46:24 | INFO | src.concurrency_miner | ----activities in the log: {'W_Call after offers', 'A_Cancelled', 'O_Cancelled', 'A_Complete', 'A_Denied', 'W_Call incomplete files', 'W_Complete application', 'A_Concept', 'A_Pending', 'O_Created', 'O_Returned', 'O_Accepted', 'O_Sent (mail and online)', 'W_Validate application', 'W_Handle leads', 'O_Sent (online only)', 'A_Validating', 'W_Assess potential fraud', 'O_Refused', 'A_Incomplete'}
2026-09-25 19:46:28 | INFO | src.concurrency_miner | ***Starting Fall Through***
